,Light ID,%ICAO,I,H,V,C,S
2047,37,97.56,5909.29,19.24,4.99,R,✓
2048,37,97.56,2997.06,-18.88,8.09,R,✓
2049,37,97.56,7580.60,-12.75,7.53,R,✓
2050,37,97.56,10043.78,-8.16,7.29,R,✓
2051,37,97.56,9982.98,-3.13,7.40,R,✓
2052,37,97.56,10044.44,2.10,7.84,R,✓
2053,37,97.56,9971.72,8.51,7.28,R,✓
2054,37,97.56,7580.94,14.65,7.83,R,✓
2055,37,97.56,2987.69,18.41,7.63,R,✓
2056,37,97.56,1478.23,-17.53,8.24,R,✓
2057,37,97.56,3047.83,-11.94,8.34,R,✓
2058,37,97.56,7579.08,-6.14,9.25,R,✓
2059,37,97.56,7551.34,-0.89,8.73,R,✓
2060,37,97.56,7506.30,4.10,9.06,R,✓
2061,37,97.56,7591.12,8.80,9.72,R,✓
2062,37,97.56,3049.78,14.44,9.69,R,✓
2063,37,97.56,1494.39,18.08,9.24,R,✓
2064,37,97.56,333.66,-17.50,12.10,R,✓
2065,37,97.56,1605.73,-12.83,11.52,R,✓
2066,37,97.56,3079.66,-8.93,10.46,R,✓
2067,37,97.56,6022.39,-2.57,11.39,R,✓
2068,37,97.56,6049.66,1.45,11.80,R,✓
2069,37,97.56,3015.02,7.53,10.48,R,✓
2070,37,97.56,1554.73,11.98,11.48,R,✓
2071,37,97.56,243.93,18.22,11.91,R,✓
2072,38,45.52,246.28,-17.86,0.06,W,✗
2073,38,45.52,1523.48,-11.90,1.39,W,✗
2074,38,45.52,2974.93,-6.34,0.88,W,✗
2075,38,45.52,5920.52,-2.43,0.06,W,✗
2076,38,45.52,6019.47,3.48,0.76,W,✗
2077,38,45.52,3105.92,8.47,-0.15,W,✗
2078,38,45.52,1476.86,14.13,-0.15,W,✗
2079,38,45.52,324.89,18.54,0.45,W,✗
2080,38,45.52,1476.72,-17.94,2.40,W,✗
2081,38,45.52,3056.53,-13.30,1.03,W,✗
2082,38,45.52,7579.51,-7.52,1.31,W,✗
2083,38,45.52,7555.57,-1.75,2.42,W,✗
2084,38,45.52,7457.42,3.67,2.55,W,✗
2085,38,45.52,7456.35,7.92,2.55,W,✗
2086,38,45.52,3123.60,13.18,2.27,W,✗
2087,38,45.52,1558.97,18.87,0.72,W,✗
2088,38,45.52,3101.03,-18.94,3.66,W,✗
2089,38,45.52,7531.63,-12.65,2.54,W,✗
2090,38,45.52,10076.00,-7.54,3.23,W,✗
2091,38,45.52,9996.37,-2.39,3.94,W,✗
2092,38,45.52,9973.48,1.71,3.95,W,✗
2093,38,45.52,9919.01,7.10,3.75,W,✗
2094,38,45.52,7518.77,12.69,2.74,W,✗
2095,38,45.52,2925.00,17.73,2.52,W,✗
2096,38,45.52,6126.15,-17.59,5.79,W,✗
2097,38,45.52,7575.85,-13.06,5.32,W,✗
2098,38,45.52,10077.22,-7.83,5.97,W,✗
2099,38,45.52,12069.86,-2.73,4.49,W,✗
2100,38,45.52,11991.62,3.83,6.05,W,✗
2101,38,45.52,10096.79,8.60,5.23,W,✗
2102,38,45.52,7497.18,13.19,4.91,W,✗
2103,38,45.52,5910.03,18.46,6.25,W,✗
2104,38,45.52,2969.09,-18.53,8.42,W,✗
2105,38,45.52,7614.31,-11.94,7.86,W,✗
2106,38,45.52,10060.74,-8.69,8.96,W,✗
2107,38,45.52,9957.08,-2.07,8.77,W,✗
2108,38,45.52,10062.01,3.01,7.79,W,✗
2109,38,45.52,9955.74,7.73,8.49,W,✗
2110,38,45.52,7559.24,12.90,7.52,W,✗
2111,38,45.52,2981.78,19.22,7.19,W,✗
2112,38,45.52,1503.78,-16.20,8.64,W,✗
2113,38,45.52,3027.10,-11.56,8.43,W,✗
2114,38,45.52,7599.32,-7.99,9.99,W,✗
2115,38,45.52,7570.08,-2.26,8.37,W,✗
2116,38,45.52,7500.54,3.80,8.67,W,✗
2117,38,45.52,7590.61,9.21,9.66,W,✗
2118,38,45.52,3060.09,14.07,8.26,W,✗
2119,38,45.52,1515.48,18.33,9.02,W,✗
2120,38,45.52,349.57,-19.00,11.02,W,✗
2121,38,45.52,1567.83,-12.43,11.21,W,✗
2122,38,45.52,3115.86,-8.13,10.48,W,✗
2123,38,45.52,6035.07,-3.39,11.72,W,✗
2124,38,45.52,6062.56,3.04,11.85,W,✗
2125,38,45.52,2982.64,8.28,10.32,W,✗
2126,38,45.52,1563.11,12.53,12.08,W,✗
2127,38,45.52,236.11,18.18,10.59,W,✗
2128,39,66.17,237.64,-17.11,0.55,G,✓
2129,39,66.17,1525.46,-11.58,0.04,G,✓
2130,39,66.17,2974.31,-7.12,1.49,G,✓
2131,39,66.17,5962.69,-1.12,0.23,G,✓
2132,39,66.17,6042.06,2.71,0.08,G,✓
2133,39,66.17,3108.50,8.25,0.81,G,✓
2134,39,66.17,1493.77,13.26,0.79,G,✓
2135,39,66.17,323.47,19.24,1.51,G,✓
2136,39,66.17,1478.45,-17.12,1.24,G,✓
2137,39,66.17,3058.11,-12.42,0.80,G,✓
2138,39,66.17,7584.49,-6.86,1.49,G,✓
2139,39,66.17,7574.44,-2.30,1.55,G,✓
2140,39,66.17,7454.95,2.24,0.94,G,✓
2141,39,66.17,7449.20,9.02,2.04,G,✓
2142,39,66.17,3098.00,14.03,0.94,G,✓
2143,39,66.17,1537.90,18.66,1.86,G,✓
2144,39,66.17,3080.83,-17.89,3.75,G,✓
2145,39,66.17,7500.10,-12.95,3.76,G,✓
2146,39,66.17,10069.30,-7.18,3.74,G,✓
2147,39,66.17,9982.95,-1.90,3.06,G,✓
2148,39,66.17,9960.88,3.37,2.78,G,✓
2149,39,66.17,9923.97,7.74,3.66,G,✓
2150,39,66.17,7520.53,14.10,2.43,G,✓
2151,39,66.17,2919.39,17.59,3.14,G,✓
2152,39,66.17,6113.50,-18.22,5.26,G,✓
2153,39,66.17,7604.96,-13.27,5.63,G,✓
2154,39,66.17,10051.42,-7.28,5.90,G,✓
2155,39,66.17,12104.81,-2.66,5.61,G,✓
2156,39,66.17,11984.56,2.57,5.01,G,✓
2157,39,66.17,10086.31,8.57,6.24,G,✓
2158,39,66.17,7475.95,14.14,4.88,G,✓
2159,39,66.17,5934.70,19.55,4.89,G,✓
2160,39,66.17,2977.71,-17.97,7.41,G,✓
2161,39,66.17,7572.23,-12.12,8.34,G,✓
2162,39,66.17,10030.49,-8.60,7.65,G,✓
2163,39,66.17,9957.46,-2.99,7.62,G,✓
2164,39,66.17,10061.95,2.46,7.63,G,✓
2165,39,66.17,9959.48,7.57,8.22,G,✓
2166,39,66.17,7561.23,13.05,7.70,G,✓
2167,39,66.17,2977.72,19.03,7.68,G,✓
2168,39,66.17,1472.21,-17.31,9.95,G,✓
2169,39,66.17,3054.71,-12.88,10.04,G,✓
2170,39,66.17,7579.13,-6.36,8.85,G,✓
2171,39,66.17,7576.04,-1.61,8.47,G,✓
2172,39,66.17,7507.81,3.84,9.59,G,✓
2173,39,66.17,7595.56,9.25,8.19,G,✓
2174,39,66.17,3055.52,13.62,8.72,G,✓
2175,39,66.17,1514.40,18.60,9.46,G,✓
2176,39,66.17,337.65,-17.88,11.32,G,✓
2177,39,66.17,1609.20,-13.28,11.01,G,✓
2178,39,66.17,3112.09,-9.15,11.02,G,✓
2179,39,66.17,6004.30,-3.77,10.90,G,✓
2180,39,66.17,6080.24,1.59,10.45,G,✓
2181,39,66.17,2989.67,8.05,11.21,G,✓
2182,39,66.17,1537.28,11.74,10.36,G,✓
2183,39,66.17,238.34,17.93,11.78,G,✓
2184,40,72.29,245.12,-16.69,0.63,G,✓
2185,40,72.29,1526.70,-13.25,1.14,G,✓
2186,40,72.29,2976.15,-6.72,-0.20,G,✓
2187,40,72.29,5938.85,-1.06,-0.02,G,✓
2188,40,72.29,6041.50,3.29,0.07,G,✓
2189,40,72.29,3104.52,8.04,1.56,G,✓
2190,40,72.29,1478.74,14.99,-0.15,G,✓
2191,40,72.29,342.32,19.74,0.72,G,✓
2192,40,72.29,1441.02,-18.16,0.92,G,✓
2193,40,72.29,3049.44,-12.49,1.52,G,✓
2194,40,72.29,7566.94,-8.47,1.45,G,✓
2195,40,72.29,7556.54,-2.64,2.26,G,✓
2196,40,72.29,7461.05,2.20,1.33,G,✓
2197,40,72.29,7447.47,8.77,2.02,G,✓
2198,40,72.29,3121.46,13.72,1.41,G,✓
2199,40,72.29,1546.41,19.09,0.71,G,✓
2200,40,72.29,3097.66,-18.91,2.30,G,✓
2201,40,72.29,7490.30,-12.57,3.66,G,✓
2202,40,72.29,10066.87,-7.79,4.03,G,✓
2203,40,72.29,9971.44,-2.97,3.30,G,✓
2204,40,72.29,9981.22,2.60,2.85,G,✓
2205,40,72.29,9965.93,7.88,2.72,G,✓
2206,40,72.29,7499.19,12.39,4.07,G,✓
2207,40,72.29,2926.34,17.71,3.64,G,✓
2208,40,72.29,6126.81,-16.95,5.77,G,✓
2209,40,72.29,7591.10,-11.96,5.09,G,✓
2210,40,72.29,10048.44,-7.78,5.58,G,✓
2211,40,72.29,12095.99,-2.39,4.37,G,✓
2212,40,72.29,12008.14,4.34,5.36,G,✓
2213,40,72.29,10106.48,9.12,5.96,G,✓
2214,40,72.29,7492.04,15.07,4.76,G,✓
2215,40,72.29,5918.25,19.90,5.62,G,✓
2216,40,72.29,2990.57,-18.53,8.02,G,✓
2217,40,72.29,7599.89,-13.63,9.06,G,✓
2218,40,72.29,10033.64,-6.82,8.70,G,✓
2219,40,72.29,9986.75,-2.05,8.58,G,✓
2220,40,72.29,10036.34,3.13,7.56,G,✓
2221,40,72.29,9981.63,7.91,8.39,G,✓
2222,40,72.29,7579.03,12.82,7.73,G,✓
2223,40,72.29,2969.96,19.66,8.84,G,✓
2224,40,72.29,1475.45,-16.09,8.92,G,✓
2225,40,72.29,3062.88,-12.28,9.98,G,✓
2226,40,72.29,7575.41,-6.61,9.70,G,✓
2227,40,72.29,7596.19,-1.45,9.47,G,✓
2228,40,72.29,7510.44,2.53,9.64,G,✓
2229,40,72.29,7588.00,9.02,9.83,G,✓
2230,40,72.29,3082.95,14.48,8.55,G,✓
2231,40,72.29,1506.23,18.47,9.62,G,✓
2232,40,72.29,333.13,-17.88,10.70,G,✓
2233,40,72.29,1611.48,-14.31,10.34,G,✓
2234,40,72.29,3118.37,-7.57,11.94,G,✓
2235,40,72.29,6014.78,-3.55,10.27,G,✓
2236,40,72.29,6043.97,1.41,11.44,G,✓
2237,40,72.29,2979.52,6.67,11.12,G,✓
2238,40,72.29,1542.84,11.93,11.77,G,✓
2239,40,72.29,256.65,17.09,10.69,G,✓
2240,41,84.09,263.31,-17.80,1.74,Y,✗
2241,41,84.09,1526.84,-12.02,1.12,Y,✗
2242,41,84.09,2990.63,-6.90,0.44,Y,✗
2243,41,84.09,5963.29,-1.28,0.87,Y,✗
2244,41,84.09,5999.81,4.23,0.14,Y,✗
2245,41,84.09,3069.28,9.36,0.06,Y,✗
2246,41,84.09,1499.78,14.29,-0.05,Y,✗
2247,41,84.09,334.22,18.01,1.27,Y,✗
2248,41,84.09,1453.96,-17.84,0.92,Y,✗
2249,41,84.09,3047.98,-13.52,2.28,Y,✗
2250,41,84.09,7575.25,-7.02,2.28,Y,✗
2251,41,84.09,7584.03,-1.50,2.38,Y,✗
2252,41,84.09,7442.20,3.29,1.25,Y,✗
2253,41,84.09,7464.64,8.96,0.79,Y,✗
2254,41,84.09,3088.89,13.11,1.87,Y,✗
2255,41,84.09,1550.62,18.83,0.77,Y,✗
2256,41,84.09,3073.40,-17.61,3.35,Y,✗
2257,41,84.09,7489.65,-12.76,3.12,Y,✗
2258,41,84.09,10067.79,-8.56,3.96,Y,✗
2259,41,84.09,9972.61,-2.06,3.67,Y,✗
2260,41,84.09,9953.52,2.05,2.35,Y,✗
2261,41,84.09,9936.00,8.53,2.34,Y,✗
2262,41,84.09,7504.34,13.32,4.14,Y,✗
2263,41,84.09,2944.96,18.21,3.62,Y,✗
2264,41,84.09,6130.92,-18.56,5.98,Y,✗
2265,41,84.09,7561.33,-13.15,5.07,Y,✗
2266,41,84.09,10058.75,-6.39,5.77,Y,✗
2267,41,84.09,12103.68,-2.01,5.07,Y,✗
2268,41,84.09,11970.95,4.12,5.08,Y,✗
2269,41,84.09,10086.76,8.99,5.83,Y,✗
2270,41,84.09,7485.17,14.09,4.37,Y,✗
2271,41,84.09,5939.18,19.03,4.62,Y,✗
2272,41,84.09,2984.92,-17.88,7.60,Y,✗
2273,41,84.09,7581.00,-13.66,8.36,Y,✗
2274,41,84.09,10038.39,-8.55,8.82,Y,✗
2275,41,84.09,9966.11,-2.93,8.80,Y,✗
2276,41,84.09,10042.21,3.75,7.46,Y,✗
2277,41,84.09,9993.49,9.12,8.72,Y,✗
2278,41,84.09,7587.88,13.20,8.93,Y,✗
2279,41,84.09,2958.67,18.15,8.18,Y,✗
2280,41,84.09,1487.17,-16.34,8.91,Y,✗
2281,41,84.09,3053.31,-12.57,8.10,Y,✗
2282,41,84.09,7565.92,-6.25,8.87,Y,✗
2283,41,84.09,7557.17,-2.77,9.92,Y,✗
2284,41,84.09,7525.06,3.84,9.90,Y,✗
2285,41,84.09,7608.58,7.92,8.86,Y,✗
2286,41,84.09,3090.94,14.39,9.22,Y,✗
2287,41,84.09,1515.61,18.22,8.51,Y,✗
2288,41,84.09,333.68,-18.03,10.32,Y,✗
2289,41,84.09,1595.55,-13.77,11.38,Y,✗
2290,41,84.09,3109.08,-8.34,10.46,Y,✗
2291,41,84.09,6025.66,-2.51,10.48,Y,✗
2292,41,84.09,6052.09,2.18,10.92,Y,✗
2293,41,84.09,3021.38,7.76,11.68,Y,✗
2294,41,84.09,1534.32,12.52,11.57,Y,✗
2295,41,84.09,245.52,17.86,11.37,Y,✗
2296,42,99.08,264.78,-17.71,0.58,G,✗
2297,42,99.08,1518.20,-13.13,1.21,G,✗
2298,42,99.08,3001.51,-7.32,-0.09,G,✗
2299,42,99.08,5936.15,-1.32,0.08,G,✗
2300,42,99.08,6029.38,3.13,0.11,G,✗
2301,42,99.08,3090.87,8.68,1.62,G,✗
2302,42,99.08,1493.55,13.09,1.73,G,✗
2303,42,99.08,349.34,18.98,1.07,G,✗
2304,42,99.08,1458.80,-17.85,1.58,G,✗
2305,42,99.08,3057.79,-13.71,1.82,G,✗
2306,42,99.08,7585.82,-8.51,2.25,G,✗
2307,42,99.08,7559.31,-3.01,1.83,G,✗
2308,42,99.08,7486.87,3.49,0.87,G,✗
2309,42,99.08,7449.93,8.59,2.07,G,✗
2310,42,99.08,3110.78,14.45,2.35,G,✗
2311,42,99.08,1562.91,17.88,1.67,G,✗
2312,42,99.08,3082.84,-19.03,3.28,G,✗
2313,42,99.08,7529.00,-13.76,3.17,G,✗
2314,42,99.08,10096.80,-8.47,2.54,G,✗
2315,42,99.08,9979.95,-2.20,2.50,G,✗
2316,42,99.08,9987.54,3.43,2.33,G,✗
2317,42,99.08,9921.02,7.68,3.36,G,✗
2318,42,99.08,7512.19,12.56,2.30,G,✗
2319,42,99.08,2936.95,17.14,3.97,G,✗
2320,42,99.08,6088.77,-18.04,5.42,G,✗
2321,42,99.08,7581.13,-13.52,5.26,G,✗
2322,42,99.08,10090.55,-7.45,6.13,G,✗
2323,42,99.08,12084.52,-2.76,4.48,G,✗
2324,42,99.08,11982.22,3.07,6.24,G,✗
2325,42,99.08,10115.44,8.30,4.95,G,✗
2326,42,99.08,7466.62,13.61,6.30,G,✗
2327,42,99.08,5941.84,18.46,6.27,G,✗
2328,42,99.08,2969.30,-17.27,8.49,G,✗
2329,42,99.08,7595.37,-12.80,7.42,G,✗
2330,42,99.08,10045.91,-8.57,9.02,G,✗
2331,42,99.08,9956.67,-1.64,7.94,G,✗
2332,42,99.08,10045.85,3.95,7.21,G,✗
2333,42,99.08,9981.95,7.69,8.54,G,✗
2334,42,99.08,7576.03,13.64,7.43,G,✗
2335,42,99.08,2971.87,17.67,8.00,G,✗
2336,42,99.08,1482.81,-18.01,8.35,G,✗
2337,42,99.08,3026.58,-12.15,8.39,G,✗
2338,42,99.08,7593.93,-7.34,8.40,G,✗
2339,42,99.08,7579.81,-1.89,8.84,G,✗
2340,42,99.08,7504.79,3.78,9.34,G,✗
2341,42,99.08,7601.17,9.11,8.40,G,✗
2342,42,99.08,3054.34,12.79,9.50,G,✗
2343,42,99.08,1475.49,18.57,8.32,G,✗
2344,42,99.08,368.37,-19.20,10.60,G,✗
2345,42,99.08,1578.05,-13.73,11.30,G,✗
2346,42,99.08,3087.14,-7.31,11.69,G,✗
2347,42,99.08,6016.13,-3.39,10.73,G,✗
2348,42,99.08,6063.63,2.69,11.71,G,✗
2349,42,99.08,3015.92,7.79,11.74,G,✗
2350,42,99.08,1551.99,12.12,11.49,G,✗
2351,42,99.08,228.51,17.48,10.86,G,✗
2352,43,116.11,269.54,-18.43,1.22,R,✗
2353,43,116.11,1527.42,-13.28,1.57,R,✗
2354,43,116.11,3012.30,-6.79,0.59,R,✗
2355,43,116.11,5937.61,-1.91,1.21,R,✗
2356,43,116.11,6019.58,2.80,-0.22,R,✗
2357,43,116.11,3082.62,8.67,0.17,R,✗
2358,43,116.11,1504.23,14.83,0.73,R,✗
2359,43,116.11,346.59,18.04,0.85,R,✗
2360,43,116.11,1456.69,-18.36,1.05,R,✗
2361,43,116.11,3037.52,-12.45,2.54,R,✗
2362,43,116.11,7557.04,-7.82,0.92,R,✗
2363,43,116.11,7546.32,-2.23,1.15,R,✗
2364,43,116.11,7475.97,2.87,0.97,R,✗
2365,43,116.11,7473.14,8.95,1.09,R,✗
2366,43,116.11,3106.71,14.18,2.16,R,✗
2367,43,116.11,1564.23,18.58,2.40,R,✗
2368,43,116.11,3069.92,-17.45,3.42,R,✗
2369,43,116.11,7516.02,-13.62,3.78,R,✗
2370,43,116.11,10094.59,-8.14,3.55,R,✗
2371,43,116.11,9999.25,-2.77,3.05,R,✗
2372,43,116.11,9963.26,3.15,3.65,R,✗
2373,43,116.11,9951.66,7.53,4.13,R,✗
2374,43,116.11,7541.87,12.45,4.15,R,✗
2375,43,116.11,2917.11,17.24,2.83,R,✗
2376,43,116.11,6129.36,-17.16,5.98,R,✗
2377,43,116.11,7568.65,-12.04,6.25,R,✗
2378,43,116.11,10073.69,-6.80,5.96,R,✗
2379,43,116.11,12106.86,-2.44,6.35,R,✗
2380,43,116.11,11994.02,3.54,5.15,R,✗
2381,43,116.11,10091.23,9.16,5.23,R,✗
2382,43,116.11,7492.31,13.36,5.53,R,✗
2383,43,116.11,5948.16,18.38,5.38,R,✗
2384,43,116.11,2988.80,-18.72,7.58,R,✗
2385,43,116.11,7574.95,-13.27,8.19,R,✗
2386,43,116.11,10041.96,-7.89,7.60,R,✗
2387,43,116.11,9986.21,-2.02,7.28,R,✗
2388,43,116.11,10060.59,2.09,7.30,R,✗
2389,43,116.11,9958.88,9.16,9.05,R,✗
2390,43,116.11,7593.03,14.27,8.55,R,✗
2391,43,116.11,2955.03,18.62,9.10,R,✗
2392,43,116.11,1483.24,-17.95,9.51,R,✗
2393,43,116.11,3035.17,-11.92,8.95,R,✗
2394,43,116.11,7563.90,-7.17,9.36,R,✗
2395,43,116.11,7549.30,-1.79,10.05,R,✗
2396,43,116.11,7537.65,3.50,9.35,R,✗
2397,43,116.11,7565.89,8.85,9.29,R,✗
2398,43,116.11,3086.49,13.45,9.29,R,✗
2399,43,116.11,1512.40,17.90,9.46,R,✗
2400,43,116.11,371.78,-19.01,11.28,R,✗
2401,43,116.11,1593.69,-12.90,10.81,R,✗
2402,43,116.11,3113.45,-8.80,10.72,R,✗
2403,43,116.11,6020.15,-3.30,10.81,R,✗
2404,43,116.11,6054.91,2.11,11.19,R,✗
2405,43,116.11,3007.57,6.78,11.20,R,✗
2406,43,116.11,1538.75,12.50,10.82,R,✗
2407,43,116.11,211.54,18.63,11.28,R,✗
2408,44,54.86,259.42,-17.56,1.52,G,✗
2409,44,54.86,1522.42,-12.35,0.83,G,✗
2410,44,54.86,2980.78,-6.56,0.31,G,✗
2411,44,54.86,5945.62,-1.61,1.13,G,✗
2412,44,54.86,6020.41,2.56,-0.09,G,✗
2413,44,54.86,3088.43,8.90,1.41,G,✗
2414,44,54.86,1475.23,13.99,0.75,G,✗
2415,44,54.86,332.06,18.38,0.58,G,✗
2416,44,54.86,1477.28,-17.91,2.14,G,✗
2417,44,54.86,3063.21,-13.71,1.71,G,✗
2418,44,54.86,7581.83,-7.69,1.45,G,✗
2419,44,54.86,7549.62,-2.61,2.23,G,✗
2420,44,54.86,7444.73,3.27,1.58,G,✗
2421,44,54.86,7481.83,7.63,1.92,G,✗
2422,44,54.86,3118.18,14.48,0.70,G,✗
2423,44,54.86,1530.41,17.99,2.37,G,✗
2424,44,54.86,3084.96,-18.70,3.51,G,✗
2425,44,54.86,7509.72,-12.79,2.57,G,✗
2426,44,54.86,10087.76,-8.89,3.95,G,✗
2427,44,54.86,10012.03,-2.39,3.93,G,✗
2428,44,54.86,9990.20,2.63,2.39,G,✗
2429,44,54.86,9923.18,8.92,2.88,G,✗
2430,44,54.86,7544.35,12.31,3.39,G,✗
2431,44,54.86,2948.46,18.56,3.55,G,✗
2432,44,54.86,6087.23,-17.92,5.45,G,✗
2433,44,54.86,7598.61,-12.83,4.95,G,✗
2434,44,54.86,10082.57,-7.10,6.21,G,✗
2435,44,54.86,12081.83,-1.11,5.63,G,✗
2436,44,54.86,11971.41,3.63,4.38,G,✗
2437,44,54.86,10131.57,8.30,5.30,G,✗
2438,44,54.86,7457.67,13.23,4.64,G,✗
2439,44,54.86,5922.33,19.14,6.21,G,✗
2440,44,54.86,2975.72,-17.38,8.27,G,✗
2441,44,54.86,7576.41,-12.25,8.83,G,✗
2442,44,54.86,10060.50,-7.76,7.95,G,✗
2443,44,54.86,9984.83,-1.55,8.45,G,✗
2444,44,54.86,10054.59,3.29,8.79,G,✗
2445,44,54.86,9961.93,7.89,7.19,G,✗
2446,44,54.86,7594.75,14.65,7.31,G,✗
2447,44,54.86,2980.68,18.42,8.25,G,✗
2448,44,54.86,1489.31,-16.39,8.19,G,✗
2449,44,54.86,3060.96,-12.33,8.59,G,✗
2450,44,54.86,7598.30,-7.32,8.35,G,✗
2451,44,54.86,7563.86,-2.82,8.89,G,✗
2452,44,54.86,7522.53,3.81,8.61,G,✗
2453,44,54.86,7567.52,7.63,8.92,G,✗
2454,44,54.86,3093.58,13.33,9.82,G,✗
2455,44,54.86,1516.87,18.28,8.25,G,✗
2456,44,54.86,359.43,-18.32,11.54,G,✗
2457,44,54.86,1600.17,-13.27,12.12,G,✗
2458,44,54.86,3115.28,-8.94,11.55,G,✗
2459,44,54.86,6032.31,-3.30,10.64,G,✗
2460,44,54.86,6080.36,2.23,10.74,G,✗
2461,44,54.86,3003.44,7.15,10.38,G,✗
2462,44,54.86,1548.52,13.06,10.62,G,✗
2463,44,54.86,249.63,16.69,10.82,G,✗
2464,45,182.73,249.06,-17.99,0.96,R,✓
2465,45,182.73,1523.80,-13.31,0.92,R,✓
2466,45,182.73,3020.15,-8.10,-0.20,R,✓
2467,45,182.73,5950.58,-1.26,0.86,R,✓
2468,45,182.73,6024.49,2.94,1.12,R,✓
2469,45,182.73,3071.03,8.12,0.73,R,✓
2470,45,182.73,1504.73,13.31,1.64,R,✓
2471,45,182.73,307.49,18.73,0.88,R,✓
2472,45,182.73,1460.91,-17.68,0.74,R,✓
2473,45,182.73,3051.95,-12.59,0.99,R,✓
2474,45,182.73,7573.17,-7.65,1.51,R,✓
2475,45,182.73,7559.21,-3.18,1.21,R,✓
2476,45,182.73,7452.55,3.42,2.22,R,✓
2477,45,182.73,7448.13,8.28,1.38,R,✓
2478,45,182.73,3116.11,13.48,1.16,R,✓
2479,45,182.73,1541.80,17.91,2.19,R,✓
2480,45,182.73,3089.47,-17.49,3.85,R,✓
2481,45,182.73,7534.27,-13.09,4.24,R,✓
2482,45,182.73,10060.87,-7.61,2.98,R,✓
2483,45,182.73,10004.34,-1.70,3.53,R,✓
2484,45,182.73,9991.77,2.47,3.52,R,✓
2485,45,182.73,9946.89,7.14,3.66,R,✓
2486,45,182.73,7542.28,14.02,2.44,R,✓
2487,45,182.73,2948.84,18.12,3.80,R,✓
2488,45,182.73,6108.02,-17.27,4.76,R,✓
2489,45,182.73,7571.72,-12.98,5.13,R,✓
2490,45,182.73,10061.32,-6.76,5.31,R,✓
2491,45,182.73,12089.01,-2.84,5.60,R,✓
2492,45,182.73,11974.04,4.41,5.20,R,✓
2493,45,182.73,10092.28,8.54,5.09,R,✓
2494,45,182.73,7489.23,13.14,4.86,R,✓
2495,45,182.73,5945.27,19.20,5.00,R,✓
2496,45,182.73,2989.03,-17.55,7.74,R,✓
2497,45,182.73,7590.41,-12.92,8.21,R,✓
2498,45,182.73,10043.69,-7.19,8.15,R,✓
2499,45,182.73,9974.69,-2.55,9.07,R,✓
2500,45,182.73,10068.87,2.33,7.22,R,✓
2501,45,182.73,9965.65,9.46,8.39,R,✓
2502,45,182.73,7593.62,13.65,7.94,R,✓
2503,45,182.73,2996.86,17.73,7.94,R,✓
2504,45,182.73,1489.46,-17.94,8.99,R,✓
2505,45,182.73,3064.77,-12.32,10.00,R,✓
2506,45,182.73,7588.27,-7.33,9.23,R,✓
2507,45,182.73,7587.02,-2.10,9.67,R,✓
2508,45,182.73,7538.21,3.24,8.68,R,✓
2509,45,182.73,7595.38,8.69,9.84,R,✓
2510,45,182.73,3071.71,14.01,8.82,R,✓
2511,45,182.73,1509.91,17.57,8.35,R,✓
2512,45,182.73,339.68,-18.51,11.49,R,✓
2513,45,182.73,1596.61,-14.37,11.33,R,✓
2514,45,182.73,3079.25,-8.51,10.78,R,✓
2515,45,182.73,6023.45,-3.15,10.46,R,✓
2516,45,182.73,6052.71,2.61,10.33,R,✓
2517,45,182.73,3018.11,6.83,10.91,R,✓
2518,45,182.73,1533.23,12.80,10.94,R,✓
2519,45,182.73,256.08,18.45,11.94,R,✓
2520,46,111.70,233.53,-17.53,-0.17,Y,✓
2521,46,111.70,1522.08,-11.77,1.32,Y,✓
2522,46,111.70,3013.55,-7.43,0.74,Y,✓
2523,46,111.70,5919.77,-1.31,0.30,Y,✓
2524,46,111.70,6033.86,4.24,1.73,Y,✓
2525,46,111.70,3110.41,8.89,1.34,Y,✓
2526,46,111.70,1473.88,14.94,0.89,Y,✓
2527,46,111.70,340.92,18.04,1.61,Y,✓
2528,46,111.70,1465.49,-17.99,2.25,Y,✓
2529,46,111.70,3049.33,-12.73,2.03,Y,✓
2530,46,111.70,7555.15,-7.41,2.50,Y,✓
2531,46,111.70,7550.67,-1.35,1.04,Y,✓
2532,46,111.70,7451.65,3.56,0.95,Y,✓
2533,46,111.70,7444.09,7.84,0.91,Y,✓
2534,46,111.70,3101.51,13.26,1.22,Y,✓
2535,46,111.70,1526.00,18.78,2.04,Y,✓
2536,46,111.70,3086.94,-17.95,2.95,Y,✓
2537,46,111.70,7525.05,-13.28,2.58,Y,✓
2538,46,111.70,10070.26,-7.87,2.90,Y,✓
2539,46,111.70,10008.77,-2.22,3.44,Y,✓
2540,46,111.70,9985.53,2.78,4.19,Y,✓
2541,46,111.70,9957.67,7.07,3.33,Y,✓
2542,46,111.70,7512.62,13.48,3.75,Y,✓
2543,46,111.70,2953.30,18.23,2.96,Y,✓
2544,46,111.70,6124.39,-17.47,5.73,Y,✓
2545,46,111.70,7578.92,-13.10,5.16,Y,✓
2546,46,111.70,10067.90,-6.45,4.70,Y,✓
2547,46,111.70,12079.26,-1.45,4.38,Y,✓
2548,46,111.70,12001.98,3.04,5.25,Y,✓
2549,46,111.70,10118.95,8.24,5.44,Y,✓
2550,46,111.70,7494.95,13.93,5.36,Y,✓
2551,46,111.70,5941.00,18.99,5.29,Y,✓
